region,season,N,P,K,temperature,humidity,ph,rainfall,label,avg_price,yield_per_hectare
Madhya Pradesh,Summer,90,39,37,36.47548005358416,58.66360061232234,6.519786020387723,231,apple,60,12000
Madhya Pradesh,Summer,91,39,42,36.265404408865145,57.856026137371686,6.767443706737233,197,orange,25,15000
Madhya Pradesh,Summer,86,39,35,34.757570353536,62.543297265716014,6.699546312060879,152,papaya,12,40000
Madhya Pradesh,Summer,87,40,38,36.324142302137886,58.80232613886664,7.082586233150822,172,coconut,35,12000
Madhya Pradesh,Summer,87,38,40,33.72951255316786,61.536456542220755,6.578970332060562,190,cotton,75,1500
Madhya Pradesh,Summer,87,42,40,33.63745025964261,56.48226248648595,6.767778147060886,254,jute,45,2200
Madhya Pradesh,Summer,84,40,41,34.93378783556768,55.91692235946202,6.930300758450993,188,coffee,120,800
Haryana,Kharif,91,44,38,31.60195306865709,62.67378726503886,6.708093925485418,809,rice,22,2600
Haryana,Kharif,95,37,36,32.20814429673574,65.17060032643602,6.996640005933736,790,maize,20,3000
Haryana,Kharif,93,39,36,31.776463690517204,66.62053688203915,7.1703731071124235,725,chickpea,50,900
Haryana,Kharif,88,41,40,32.344336238943846,65.5760176867723,7.281054582709649,686,kidneybeans,60,1200
Haryana,Kharif,97,42,42,30.682579619361338,67.64596689478313,7.263227666993035,819,pigeonpeas,55,1100
Haryana,Kharif,92,41,39,32.25673797697841,67.418503757794,6.7641811816343305,798,mothbeans,45,700
Haryana,Kharif,89,38,37,32.157997708843624,69.73889891231676,6.967981741572497,661,mungbean,70,850
Haryana,Kharif,97,39,38,31.88335411183019,66.22820194812667,7.057470240783551,685,blackgram,60,800
Haryana,Kharif,93,39,41,29.820328499423184,69.7817643774202,6.728141587587693,811,lentil,54,950
Haryana,Kharif,96,36,39,30.952934511853055,68.6187139249944,7.2510099835787365,662,pomegranate,80,18000
Haryana,Kharif,97,40,37,31.9042721475209,64.80004571038185,6.940079464384959,800,banana,10,30000
Haryana,Kharif,95,41,37,31.610199022720025,68.9192234294993,7.227355717616106,719,mango,40,9000
Haryana,Kharif,88,38,40,32.39215276422683,68.6721302860104,7.2985206816218735,722,grapes,50,22000
Haryana,Kharif,91,43,41,30.136003153849305,65.12431958028878,7.2472005097737275,634,watermelon,15,25000
Haryana,Kharif,92,42,38,30.49146727646622,61.05373445336359,6.88090933243287,786,muskmelon,18,20000
Haryana,Kharif,90,44,40,32.31686910691452,66.53956816454034,6.797216714293761,728,apple,60,12000
Haryana,Kharif,95,40,38,30.785869448862663,63.826954607954484,7.098423405548575,624,orange,25,15000
Haryana,Kharif,91,37,37,31.461584445236397,69.91432528207531,7.260380644230201,772,papaya,12,40000
Haryana,Kharif,87,40,43,30.15230318945975,65.7346314777486,6.896559480690601,692,coconut,35,12000
Haryana,Kharif,87,37,44,30.835152591585764,62.127549762298074,6.964853081215563,753,cotton,75,1500
Haryana,Kharif,94,38,38,31.58196530322172,60.41663012979905,6.800731165680645,671,jute,45,2200
Haryana,Kharif,93,39,42,30.457081849275628,64.45670989203961,7.08732511024528,777,coffee,120,800
Haryana,Rabi,108,40,39,24.100072206887972,64.9468905221161,6.749353466148664,604,rice,22,2600
Haryana,Rabi,117,46,41,24.29695938030823,65.28515757240974,7.106694625319433,612,maize,20,3000
Haryana,Rabi,114,40,41,25.886434733115863,66.52939306814086,7.133327100575606,735,chickpea,50,900
Haryana,Rabi,117,47,40,24.99506957873955,72.35770854333948,6.955370007238474,697,kidneybeans,60,1200
Haryana,Rabi,107,42,46,23.798217993415,66.00379383407629,7.26325063279471,675,pigeonpeas,55,1100
Haryana,Rabi,114,47,45,25.866825406931824,67.7926742494984,6.807383800410685,695,mothbeans,45,700
Haryana,Rabi,116,39,44,23.560833988401875,65.15688627037242,6.74976824954298,635,mungbean,70,850
Haryana,Rabi,109,46,46,26.09026365822208,64.26455458142581,7.096660061336408,731,blackgram,60,800
Haryana,Rabi,116,47,41,26.02770883556377,73.11578059328751,7.244854907899603,611,lentil,54,950
Haryana,Rabi,108,40,43,23.61108476958574,64.85763542846531,6.911516895527978,654,pomegranate,80,18000
Haryana,Rabi,112,41,42,25.76836031652016,70.49718832130385,7.000030149989895,780,banana,10,30000
Haryana,Rabi,116,47,43,25.38518822283004,68.19495268417013,7.071457118061285,739,mango,40,9000
Haryana,Rabi,114,41,45,23.55704736832841,68.68986101085864,6.707120235317973,735,grapes,50,22000
Haryana,Rabi,109,41,41,24.470934666268565,72.83997229942763,7.010839317646057,700,watermelon,15,25000
Haryana,Rabi,114,40,43,25.14885998263421,71.36307267794422,6.91849146437521,702,muskmelon,18,20000
Haryana,Rabi,111,47,40,25.81964490716634,70.8565605962614,6.840208968726076,761,apple,60,12000
Haryana,Rabi,116,41,40,24.969997672555266,69.81720216309586,6.9744725126136755,697,orange,25,15000
Haryana,Rabi,112,44,39,23.5534665961496,70.38461152856404,6.749577791236711,643,papaya,12,40000
Haryana,Rabi,112,42,46,23.936122988396953,69.03759181722916,6.824041755137093,663,coconut,35,12000
Haryana,Rabi,115,43,47,25.867636790197622,68.73692721691086,6.794693826530889,737,cotton,75,1500
Haryana,Rabi,113,44,45,24.906965776297675,71.87341262091394,7.006494994041272,636,jute,45,2200
Haryana,Rabi,114,44,47,24.372354382358093,67.62656326301068,7.103575127390814,771,coffee,120,800
Haryana,Summer,89,35,33,37.404750218500205,56.40588871242728,7.107179485650412,248,rice,22,2600
Haryana,Summer,90,39,34,35.6983928652007,57.31083444998953,7.0646420734879545,130,maize,20,3000
Haryana,Summer,89,42,35,35.00063684284153,63.180130772722464,6.988945035939775,262,chickpea,50,900
Haryana,Summer,87,36,32,36.69785392255035,62.660754739817165,6.838516974427005,188,kidneybeans,60,1200
Haryana,Summer,91,41,39,34.781667399774946,56.444668689974755,7.07090768113089,300,pigeonpeas,55,1100
Haryana,Summer,95,41,32,37.19066267501595,55.232556369617264,6.873629755815754,134,mothbeans,45,700
Haryana,Summer,89,39,39,36.98344277388975,56.8859309820051,6.802326728044674,192,mungbean,70,850
Haryana,Summer,89,36,40,36.15503272311166,57.590284685564825,7.232471801357013,209,blackgram,60,800
Haryana,Summer,95,41,39,36.29370425971716,61.00707824388973,6.760510937842826,285,lentil,54,950
Haryana,Summer,90,34,39,35.464888914768544,63.67005906781833,6.721230409833884,112,pomegranate,80,18000
Haryana,Summer,87,38,40,35.10720714405332,61.65612331528372,6.96254261026754,239,banana,10,30000
Haryana,Summer,90,39,38,37.381440022019646,59.336925118185356,7.021086939147796,132,mango,40,9000
Haryana,Summer,90,42,34,34.58138260107138,62.452321152923865,6.835333875724456,233,grapes,50,22000
Haryana,Summer,95,38,34,35.80166858883479,55.53190770647916,7.25701909177065,163,watermelon,15,25000
Haryana,Summer,95,42,35,36.556583526999006,59.8757851441342,6.948151140641775,206,muskmelon,18,20000
Haryana,Summer,89,39,36,37.20174997275189,56.08338591830978,6.924984090927113,271,apple,60,12000
Haryana,Summer,89,38,33,36.409007990431476,61.14263124581403,7.2289551631182745,186,orange,25,15000
Haryana,Summer,85,41,35,37.45478783232561,55.28021963351626,7.135074597294527,124,papaya,12,40000
Haryana,Summer,95,41,33,35.109321692812934,63.73555384396017,7.2012943388281885,154,coconut,35,12000
Haryana,Summer,93,35,37,37.02206984297451,58.64228706188139,7.059268067123002,248,cotton,75,1500
Haryana,Summer,90,38,39,36.79940120195318,63.87352647371191,7.007235439883989,234,jute,45,2200
Haryana,Summer,95,39,35,36.07389321977783,64.34399882676476,7.1360232182297425,291,coffee,120,800
Bihar,Kharif,94,42,41,28.22585841371817,66.94321217960055,6.454334246214289,832,rice,22,2600
Bihar,Kharif,93,42,41,28.893221326111323,62.231971393182555,6.691328861049425,853,maize,20,3000
Bihar,Kharif,88,44,37,27.069633120216846,63.00688552870574,6.612537203044489,870,chickpea,50,900
Bihar,Kharif,89,37,39,28.17391772554448,60.49505554841935,6.484177898986339,680,kidneybeans,60,1200
Bihar,Kharif,90,39,40,28.34985533460779,68.14585772067444,6.668093930975723,759,pigeonpeas,55,1100
Bihar,Kharif,93,40,38,27.245419518754492,64.96993861884002,6.614662480593647,829,mothbeans,45,700
Bihar,Kharif,92,39,43,27.05604646598684,67.83357924776801,6.859949477533517,763,mungbean,70,850
Bihar,Kharif,94,43,45,28.479014704395933,63.51191407696365,6.7721216800529715,713,blackgram,60,800
Bihar,Kharif,96,37,42,28.204063662454228,61.08679082303588,6.637517413360384,762,lentil,54,950
Bihar,Kharif,91,45,43,29.397860602469006,66.86464117872201,6.794878611680612,817,pomegranate,80,18000
Bihar,Kharif,92,43,38,27.942359811472436,61.592026974770164,6.762166406263662,752,banana,10,30000
Bihar,Kharif,91,38,41,27.125239235291637,68.1905441406991,6.626714792549852,725,mango,40,9000
Bihar,Kharif,90,43,38,28.65426981721638,65.02265232915389,6.435434162477524,685,grapes,50,22000
Bihar,Kharif,93,38,38,28.7473567850713,64.01569487961022,6.625166955337951,679,watermelon,15,25000
Bihar,Kharif,90,37,40,29.142663121619236,65.03279020697799,6.511337881078036,802,muskmelon,18,20000
Bihar,Kharif,97,44,38,29.31841518474572,66.7143549037071,6.597848189161579,832,apple,60,12000
Bihar,Kharif,90,41,38,27.136060171042587,61.359897508437804,6.431471647039108,790,orange,25,15000
Bihar,Kharif,91,42,38,26.81104171821865,65.39602226271438,6.528997941277755,710,papaya,12,40000
Bihar,Kharif,95,43,42,29.34248593156622,62.693504697085,6.3379103845396365,813,coconut,35,12000
Bihar,Kharif,92,40,44,28.887007213649415,60.45947182095289,6.725941724508494,808,cotton,75,1500
Bihar,Kharif,92,41,40,26.650979549887403,67.97009639898054,6.555664783305248,727,jute,45,2200
Bihar,Kharif,91,41,39,29.058969768428508,59.20626071851455,6.451014837893163,737,coffee,120,800
Bihar,Rabi,101,43,42,22.717341161560842,61.42230314318436,6.662233207301605,493,rice,22,2600
Bihar,Rabi,105,43,37,21.720281321225322,55.850514231715195,6.580857222134327,507,maize,20,3000
Bihar,Rabi,99,40,42,23.09590559481203,60.62680990882724,6.732926778567239,512,chickpea,50,900
Bihar,Rabi,101,41,40,23.7864405535583,61.051746831480074,6.872126798013654,477,kidneybeans,60,1200
Bihar,Rabi,97,45,38,21.599208313262814,55.15705365748629,6.703360751747928,472,pigeonpeas,55,1100
Bihar,Rabi,100,38,40,24.28333043907763,59.95475113239588,6.66383369578049,558,mothbeans,45,700
Bihar,Rabi,104,40,44,22.54036098834229,56.631560819029154,6.556196290312964,553,mungbean,70,850
Bihar,Rabi,100,38,36,22.63592434690876,58.636398439348184,6.9694027742209,503,blackgram,60,800
Bihar,Rabi,101,38,40,24.422660497837917,64.10622270872437,6.638725125424709,578,lentil,54,950
Bihar,Rabi,104,46,36,21.938877665282543,64.61739683589106,6.80738452966837,534,pomegranate,80,18000
Bihar,Rabi,97,46,41,23.720848677766114,60.164724939187074,6.748997912522821,489,banana,10,30000
Bihar,Rabi,104,44,39,24.400409220395858,61.58086122615902,6.499326069916084,600,mango,40,9000
Bihar,Rabi,102,41,38,23.67171031849018,58.129055835377386,6.946629924102359,563,grapes,50,22000
Bihar,Rabi,103,44,42,22.312738973832666,55.216551724423134,6.933172306901967,517,watermelon,15,25000
Bihar,Rabi,98,44,42,21.585823572856395,59.3419453658161,6.848899169606253,469,muskmelon,18,20000
Bihar,Rabi,95,46,37,21.78061218455013,55.5932439495879,6.836969863021199,524,apple,60,12000
Bihar,Rabi,104,39,39,23.815398142032087,62.65133216376582,6.782962856848461,433,orange,25,15000
Bihar,Rabi,103,43,36,23.971709303326385,62.50258793365805,6.656007879645341,552,papaya,12,40000
Bihar,Rabi,97,40,37,24.09026241822829,58.62608083355636,6.6666278061020545,518,coconut,35,12000
Bihar,Rabi,101,42,37,21.992770746666764,58.28379240501921,6.494960030820956,552,cotton,75,1500
Bihar,Rabi,100,38,42,22.10854496690879,55.66562055892674,6.550582729183697,598,jute,45,2200
Bihar,Rabi,102,40,42,22.860026427557752,60.54091325466639,6.855027967978757,578,coffee,120,800
Bihar,Summer,84,34,38,35.215065405161695,53.53445057868275,6.756933172401939,192,rice,22,2600
Bihar,Summer,80,41,34,35.4616153211223,61.7771108760778,6.891945441772749,115,maize,20,3000
Bihar,Summer,82,34,35,35.03535896626987,53.80549765165294,6.324279202508817,216,chickpea,50,900
Bihar,Summer,87,34,34,34.27866628020635,60.7007517521791,6.558797742257968,208,kidneybeans,60,1200
Bihar,Summer,89,36,40,33.646735915275706,62.6391624308578,6.477753554980046,178,pigeonpeas,55,1100
Bihar,Summer,81,41,38,33.88865395035205,62.29606596349923,6.845542834076487,155,mothbeans,45,700
Bihar,Summer,90,34,41,35.35662138423405,57.81832750442798,6.693864580050131,196,mungbean,70,850
Bihar,Summer,86,42,40,33.22805371868132,56.46636181676621,6.479823489471839,116,blackgram,60,800
Bihar,Summer,86,37,42,33.94656465393091,56.54221497509643,6.375101722355807,177,lentil,54,950
Bihar,Summer,85,42,39,34.659882840080435,58.49712388538326,6.628564544646665,212,pomegranate,80,18000
Bihar,Summer,88,40,35,33.268971343066475,53.586595640557235,6.6173162255543145,119,banana,10,30000
Bihar,Summer,86,36,37,33.34825132067121,56.65248780382504,6.772532881858505,234,mango,40,9000
Bihar,Summer,83,34,38,32.665934280326226,57.878913896200864,6.364115242219301,202,grapes,50,22000
Bihar,Summer,90,39,40,34.6384417873608,57.30482089565339,6.689863675206208,164,watermelon,15,25000
Bihar,Summer,83,39,38,35.20103373323877,54.258444226220476,6.877742588430006,147,muskmelon,18,20000
Bihar,Summer,89,37,35,33.218853870863796,59.7395243655606,6.834002042698101,102,apple,60,12000
Bihar,Summer,89,37,40,33.75193961922819,62.18603096339717,6.690339452734339,174,orange,25,15000
Bihar,Summer,87,40,34,34.92982363383321,56.69277495047328,6.831833680573577,109,papaya,12,40000
Bihar,Summer,86,36,42,33.44808203083198,57.73768729712597,6.40432304135414,80,coconut,35,12000
Bihar,Summer,85,40,35,32.84432459418327,55.09673776943674,6.456762498668,131,cotton,75,1500
Bihar,Summer,86,38,41,33.409517824295406,58.99048901039309,6.4192060082788585,107,jute,45,2200
Bihar,Summer,89,34,34,34.52567687279829,57.767677679210415,6.556006694535868,177,coffee,120,800
West Bengal,Kharif,88,39,45,28.01021428381602,68.88269058630588,6.9330284551245285,742,rice,22,2600
West Bengal,Kharif,94,35,45,29.12175990907469,70.08757167081423,6.754585614433315,772,maize,20,3000
West Bengal,Kharif,88,43,38,29.941641001929142,67.73579819932306,6.971485129605811,722,chickpea,50,900
West Bengal,Kharif,87,36,40,28.22195166235929,73.85198585472666,6.563734684914213,869,kidneybeans,60,1200
West Bengal,Kharif,88,35,43,28.344220561328257,72.78337981800932,6.428191290098181,886,pigeonpeas,55,1100
West Bengal,Kharif,91,39,44,28.89903043983521,68.815310602011,6.5682683590851365,816,mothbeans,45,700
West Bengal,Kharif,90,38,39,29.695438937287335,65.84504053844316,6.960355888816456,769,mungbean,70,850
West Bengal,Kharif,90,36,41,28.571802604249697,73.77515663125446,6.603653730354285,778,blackgram,60,800
West Bengal,Kharif,94,43,44,30.499806902742126,68.53072366982695,6.932192234627904,826,lentil,54,950
West Bengal,Kharif,90,37,41,27.6116109003495,74.93672452703606,6.603071943297814,758,pomegranate,80,18000
West Bengal,Kharif,92,38,42,28.815808405050863,74.17302007939115,6.419943109954054,901,banana,10,30000
West Bengal,Kharif,89,43,46,28.249291382192983,71.9222477787987,6.810593075065839,861,mango,40,9000
West Bengal,Kharif,91,40,46,29.11552192675133,67.65287320378889,6.652350526665202,918,grapes,50,22000
West Bengal,Kharif,93,35,41,29.673745412050398,66.69030649983607,6.928450457101765,899,watermelon,15,25000
West Bengal,Kharif,90,40,46,29.485456622325177,72.58143751644974,6.727884709325396,736,muskmelon,18,20000
West Bengal,Kharif,93,35,44,30.246342971261505,74.13213363070713,6.52447728879683,819,apple,60,12000
West Bengal,Kharif,86,42,43,27.753265681806557,73.4693038562437,6.563899224123586,897,orange,25,15000
West Bengal,Kharif,94,39,40,27.518505815007742,74.71909784199035,6.808984952256416,765,papaya,12,40000
West Bengal,Kharif,86,43,39,30.31495030131791,67.29665828120099,6.759064380267584,763,coconut,35,12000
West Bengal,Kharif,86,40,42,28.64055957409957,68.8740957832374,6.587917261004544,738,cotton,75,1500
West Bengal,Kharif,92,43,39,28.373372875385304,67.66187301007076,6.793331550212531,900,jute,45,2200
West Bengal,Kharif,95,39,41,27.539967656848678,71.49444272850941,6.590581786028485,890,coffee,120,800
West Bengal,Rabi,99,38,40,21.929074728641517,64.72331911163562,7.0475158604837205,484,rice,22,2600
West Bengal,Rabi,92,43,39,22.08023191489019,65.08376298993268,6.983278587583272,444,maize,20,3000
West Bengal,Rabi,96,44,38,22.195432186113184,65.54823947430097,6.548727197051046,395,chickpea,50,900
West Bengal,Rabi,96,40,39,23.7391588917543,70.73834504934332,6.6669735116743025,444,kidneybeans,60,1200
West Bengal,Rabi,98,42,44,24.11597960699057,64.63157829117661,6.614901242512946,460,pigeonpeas,55,1100
West Bengal,Rabi,91,40,40,22.421377653742127,63.06809632270291,6.735769493043216,397,mothbeans,45,700
West Bengal,Rabi,100,38,43,23.061203039193344,67.35357467746114,6.890186229244382,502,mungbean,70,850
West Bengal,Rabi,93,45,36,21.547773158789937,64.32865339410928,6.934731809575028,433,blackgram,60,800
West Bengal,Rabi,90,41,36,22.136272167349905,66.99825144675437,6.670104365412825,374,lentil,54,950
West Bengal,Rabi,98,39,36,21.697222828874946,63.28451025810982,7.002953666476695,490,pomegranate,80,18000
West Bengal,Rabi,99,42,37,22.440073693790154,64.79140819808615,6.837626328022494,479,banana,10,30000
West Bengal,Rabi,99,42,36,22.05241939560289,67.41073015538579,6.570143899267429,473,mango,40,9000
West Bengal,Rabi,94,40,39,22.00072469320432,67.40970540781106,6.7701339574025585,502,grapes,50,22000
West Bengal,Rabi,93,42,41,21.81925999142202,66.83108837570528,6.88089734865382,356,watermelon,15,25000
West Bengal,Rabi,92,41,42,24.277874825552484,67.48030186025379,6.994287428617371,449,muskmelon,18,20000
West Bengal,Rabi,93,37,44,22.05535134245974,68.43078907467904,6.6507742767548,382,apple,60,12000
West Bengal,Rabi,91,41,42,23.118732332348387,66.40279245468058,6.785232522405589,425,orange,25,15000
West Bengal,Rabi,90,42,36,21.524599965232746,63.11958962125031,6.8751390607651475,452,papaya,12,40000
West Bengal,Rabi,93,38,37,24.215592593142848,66.24873740293978,7.020454979855251,375,coconut,35,12000
West Bengal,Rabi,100,39,43,22.771263441908133,70.95108070303309,6.9746020334267245,460,cotton,75,1500
West Bengal,Rabi,99,42,44,21.79728177183544,63.548261669933495,6.550829165106159,508,jute,45,2200
West Bengal,Rabi,91,40,40,23.06575464688283,68.06880085717894,6.8326045324488485,421,coffee,120,800
West Bengal,Summer,78,35,36,31.21324091761944,77.80606216091132,6.625223523866081,333,rice,22,2600
West Bengal,Summer,85,33,33,31.284209533634108,76.12466915199892,6.802445729463642,206,maize,20,3000
West Bengal,Summer,77,36,40,32.709116046475955,71.81107252724837,6.70018976676734,258,chickpea,50,900
West Bengal,Summer,79,36,39,32.55347120320128,76.52677442309104,6.435105881325641,345,kidneybeans,60,1200
West Bengal,Summer,79,37,35,31.100286622083967,78.2957075699878,6.7353873995301345,213,pigeonpeas,55,1100
West Bengal,Summer,84,37,40,31.279753627310843,73.19112884663102,6.942699653216525,190,mothbeans,45,700
West Bengal,Summer,82,36,40,32.24648357702278,73.84870385530034,6.758416925764144,350,mungbean,70,850
West Bengal,Summer,80,32,37,31.482358912941045,79.12423313542834,6.486845412093822,238,blackgram,60,800
West Bengal,Summer,83,32,39,31.97320019060413,76.67559967002896,6.597436739069345,196,lentil,54,950
West Bengal,Summer,87,32,38,32.46083168504561,75.39076111433889,6.603123655123117,182,pomegranate,80,18000
West Bengal,Summer,78,37,40,32.07964737661098,77.978014255327,6.524692491706479,238,banana,10,30000
West Bengal,Summer,79,37,39,32.41293397832274,70.22954554479927,6.504902166695928,250,mango,40,9000
West Bengal,Summer,84,32,37,31.910516628868184,73.9562825054646,6.847127682727251,326,grapes,50,22000
West Bengal,Summer,85,40,41,31.41097554502717,76.4399907898781,6.765571511593114,257,watermelon,15,25000
West Bengal,Summer,77,37,36,33.07439796390149,74.9589389322449,6.473591676560921,287,muskmelon,18,20000
West Bengal,Summer,87,36,41,33.120220780166264,75.96515617406774,6.806951026251767,300,apple,60,12000
West Bengal,Summer,86,36,38,32.62171243655606,73.06571666112262,6.868282396722123,235,orange,25,15000
West Bengal,Summer,81,40,34,33.181285530540954,76.30329648210613,6.901690772966588,339,papaya,12,40000
West Bengal,Summer,80,39,36,31.582369056896386,73.97014413356716,6.431737700940694,363,coconut,35,12000
West Bengal,Summer,80,36,37,32.2493602497638,79.09704971167503,6.698343849162388,218,cotton,75,1500
West Bengal,Summer,85,37,41,32.917546405127055,74.89583884937386,6.878895247466416,220,jute,45,2200
West Bengal,Summer,82,37,36,31.22364987149594,74.05546425506631,6.933650704182743,230,coffee,120,800
Odisha,Kharif,90,41,39,31.144694430139744,75.92105052840841,6.774957717458536,857,rice,22,2600
Odisha,Kharif,92,40,39,31.174001662264942,74.01634777323576,6.9475622182527585,834,maize,20,3000
Odisha,Kharif,88,37,42,31.241015438891157,75.97394393703743,6.67324781875019,788,chickpea,50,900
Odisha,Kharif,86,37,36,30.02679956631108,77.17860968151139,7.04261048676683,795,kidneybeans,60,1200
Odisha,Kharif,86,33,41,29.16446701884195,70.60951206325586,6.824448060363972,917,pigeonpeas,55,1100
Odisha,Kharif,91,35,40,29.062539856668373,74.29795895972731,6.807936527049501,923,mothbeans,45,700
Odisha,Kharif,92,35,44,31.088640861094756,74.2327320011852,7.011536567326994,948,mungbean,70,850
Odisha,Kharif,84,38,43,28.544416016926203,78.48789576303025,6.586849654333375,790,blackgram,60,800
Odisha,Kharif,92,33,41,31.36865082238119,76.61213805177717,6.519349874678045,835,lentil,54,950
Odisha,Kharif,93,33,42,30.998012291666903,70.2302198275167,6.515538377529277,831,pomegranate,80,18000
Odisha,Kharif,87,40,42,30.437781920892498,72.92700885519677,6.915717001065521,817,banana,10,30000
Odisha,Kharif,90,37,42,31.18536182889262,79.72831018445575,6.992636422035576,786,mango,40,9000
Odisha,Kharif,85,34,38,29.777374028301622,76.33083722087633,6.781390219567847,930,grapes,50,22000
Odisha,Kharif,84,38,44,31.437715175335054,70.78575103172408,6.922952035865522,938,watermelon,15,25000
Odisha,Kharif,83,37,38,28.861110255625523,76.42305059791897,6.750281984649465,911,muskmelon,18,20000
Odisha,Kharif,84,36,36,30.806201682233105,75.15332799478199,6.769427195558592,923,apple,60,12000
Odisha,Kharif,93,37,36,31.48407579451746,72.45181864895022,6.87685158900874,923,orange,25,15000
Odisha,Kharif,88,41,40,28.590535186466795,74.01994720156418,6.907327953197348,822,papaya,12,40000
Odisha,Kharif,92,34,42,30.129333614236174,71.6534004440115,7.048970839747977,863,coconut,35,12000
Odisha,Kharif,91,39,38,30.585563463562597,76.54854873445174,6.792042836292606,886,cotton,75,1500
Odisha,Kharif,84,39,40,31.301429472571407,76.5465891169444,6.826849056713786,785,jute,45,2200
Odisha,Kharif,89,40,42,31.349342590093784,72.58105793480395,7.000452420342686,900,coffee,120,800
Odisha,Rabi,94,39,39,23.932936186258054,72.26109874544841,6.8811858431041,574,rice,22,2600
Odisha,Rabi,94,35,39,23.70373941360761,67.87285795294586,6.869150216080863,583,maize,20,3000
Odisha,Rabi,86,42,36,25.243002869774227,65.82763393495489,7.084915524788173,509,chickpea,50,900
Odisha,Rabi,90,37,37,24.921546931934895,65.553868275198,7.045668027808654,564,kidneybeans,60,1200
Odisha,Rabi,87,39,37,23.551950296679642,68.51266642667689,6.603419535235387,452,pigeonpeas,55,1100
Odisha,Rabi,95,42,42,24.66021378501618,66.2416335756377,6.907678650710296,544,mothbeans,45,700
Odisha,Rabi,95,38,36,23.41051808593893,63.69635862032503,6.95128835716688,615,mungbean,70,850
Odisha,Rabi,87,39,38,23.85150455759861,67.88262106504745,7.057570552428968,648,blackgram,60,800
Odisha,Rabi,93,41,39,23.513461216507576,72.81818616182045,6.722224292936632,547,lentil,54,950
Odisha,Rabi,88,39,38,25.45153821923794,71.38156341372662,6.614328686079243,572,pomegranate,80,18000
Odisha,Rabi,92,37,35,23.35821533615627,68.3239522501512,7.0727717740893485,625,banana,10,30000
Odisha,Rabi,87,41,38,24.010566209433204,68.81142652970797,6.66100595381671,453,mango,40,9000
Odisha,Rabi,95,36,35,24.141275353351062,64.15304578316592,7.067316376676762,593,grapes,50,22000
Odisha,Rabi,87,40,42,25.246668921777268,70.70132415840506,6.65244240743938,555,watermelon,15,25000
Odisha,Rabi,91,35,35,25.093410927334578,71.74411736488787,6.820752957353479,626,muskmelon,18,20000
Odisha,Rabi,90,41,36,23.063431380299242,66.62667563669173,7.084628176840328,457,apple,60,12000
Odisha,Rabi,85,41,36,23.543236290054033,66.0878199975528,6.672147988135256,508,orange,25,15000
Odisha,Rabi,90,37,41,25.296448287376446,71.77147206038711,6.570465784094432,598,papaya,12,40000
Odisha,Rabi,85,40,34,25.15091804849225,66.52879007081512,7.078414113082198,597,coconut,35,12000
Odisha,Rabi,86,39,38,25.23848508128968,64.10869654669139,6.598767591209118,533,cotton,75,1500
Odisha,Rabi,85,37,39,23.558985323580163,70.52654641041418,7.013181038532553,460,jute,45,2200
Odisha,Rabi,91,34,35,24.823500807894167,71.78543035290627,6.565132556182716,497,coffee,120,800
Odisha,Summer,79,33,39,34.44995364378396,70.72978647236594,6.946116890959117,243,rice,22,2600
Odisha,Summer,84,35,36,32.97199798981893,72.09666299243321,6.537952251061886,237,maize,20,3000
Odisha,Summer,84,37,35,33.04411267856669,76.10299446664446,6.473107815778241,245,chickpea,50,900
Odisha,Summer,77,40,40,32.76952498359592,68.01036290105489,6.916620952027332,212,kidneybeans,60,1200
Odisha,Summer,81,38,40,35.448710326386745,71.16184930929342,6.620535341722082,361,pigeonpeas,55,1100
Odisha,Summer,83,36,39,34.02879690107541,74.19019382832661,6.613357917843466,317,mothbeans,45,700
Odisha,Summer,85,40,38,33.89036459557651,75.91963150281065,6.530314143189402,357,mungbean,70,850
Odisha,Summer,82,40,36,34.48451371217157,76.04764069771642,6.475828508427815,398,blackgram,60,800
Odisha,Summer,83,32,35,33.46196051507854,71.20690342552417,6.758364288578354,384,lentil,54,950
Odisha,Summer,82,32,40,33.16213663141829,73.2563260438748,6.988515775087256,243,pomegranate,80,18000
Odisha,Summer,82,37,32,35.371918598570865,75.27324932459092,6.596660670424085,241,banana,10,30000
Odisha,Summer,77,32,38,33.93254657212693,68.32461259180928,6.5989380984388015,308,mango,40,9000
Odisha,Summer,87,33,35,34.504599655729564,74.06352839973182,6.995515577456848,286,grapes,50,22000
Odisha,Summer,77,33,33,34.397585740204406,71.11701994223428,6.451718494717078,233,watermelon,15,25000
Odisha,Summer,83,38,39,33.92115625782885,68.01485082742747,6.445853103985231,228,muskmelon,18,20000
Odisha,Summer,85,35,39,33.38797180667378,68.04437975142712,6.475261386671227,203,apple,60,12000
Odisha,Summer,87,36,33,32.70409429330343,71.42410763265472,6.824949325003093,229,orange,25,15000
Odisha,Summer,82,40,37,34.91243418891372,76.89558262680967,6.409856053992613,300,papaya,12,40000
Odisha,Summer,80,34,34,34.12724915268888,70.39465607724647,6.596833017291979,338,coconut,35,12000
Odisha,Summer,87,39,38,34.4253451915909,74.02065142519405,6.91711820689478,319,cotton,75,1500
Odisha,Summer,79,33,34,34.859503484785066,70.44215022323823,6.932854014269476,260,jute,45,2200
Odisha,Summer,83,33,35,33.09118688806252,69.6394122596898,6.709710490504767,236,coffee,120,800
Andhra Pradesh,Kharif,100,42,41,30.482514896638907,68.9553221742096,7.126676051181336,780,rice,22,2600
